Apple Creek,Industrial,Year,Acre Feet,Acres
Lake Sakakawea,Rural Water,2010,539.4,0
Little Muddy,Industrial,Year,Acre Feet,Acres
Little Muddy,Industrial,2019,914.9,0
Little Muddy,Industrial,2018,1966.8,0
Little Muddy,Industrial,2017,1036.7,0
Little Muddy,Industrial,2016,515.1,0
Little Muddy,Industrial,2015,978.6,0
Little Muddy,Industrial,2014,1346.5,0
Little Muddy,Industrial,2013,1001.1,0
Little Muddy,Industrial,2012,1905.1,0
Little Muddy,Industrial,2011,884.9,0
Little Muddy,Industrial,2010,52.6,0
Little Muddy,Irrigation,Year,Acre Feet,Acres
Little Muddy,Irrigation,2019,3390.1,5795.2
Little Muddy,Irrigation,2018,4059.9,5425.5
Little Muddy,Irrigation,2017,4533.1,5752.1
Little Muddy,Irrigation,2016,2363.4,5370.6
Little Muddy,Irrigation,2015,2565.2,4164.6
Little Muddy,Irrigation,2014,2316.6,3630.3
Little Muddy,Irrigation,2013,2197.6,3611.3
Little Muddy,Irrigation,2012,4161.1,4001.2
Little Muddy,Irrigation,2011,3679.9,4532.8
Little Muddy,Irrigation,2010,4162.9,5837
Little Muddy,Municipal,Year,Acre Feet,Acres
Little Muddy,Municipal,2019,8,0
Little Muddy,Municipal,2018,6.6,0
Little Muddy,Municipal,2017,3,0
Little Muddy,Municipal,2016,4.7,0
Little Muddy,Municipal,2015,0.5,0
Little Muddy,Municipal,2014,18.8,0
Little Muddy,Municipal,2013,2,0
Long Creek,Industrial,Year,Acre Feet,Acres
Long Creek,Industrial,2019,0.3,0
Long Creek,Industrial,2018,0.3,0.2
Long Creek,Industrial,2017,0.3,0
Long Creek,Industrial,2016,0.8,0
Long Creek,Industrial,2015,0,0
Long Creek,Industrial,2014,0,0
Long Creek,Industrial,2013,24.2,0
Long Creek,Industrial,2012,74.7,0
Long Creek,Industrial,2011,66.8,0
Long Creek,Industrial,2010,50.1,0
Long Creek,Municipal,Year,Acre Feet,Acres
Long Creek,Municipal,2019,0,0
Long Creek,Municipal,2018,0,0
Long Creek,Municipal,2017,0,0
Long Creek,Municipal,2016,0,0
Long Creek,Municipal,2015,4.3,0
Long Creek,Municipal,2014,3.3,0
Long Creek,Municipal,2013,95.9,0
Long Creek,Municipal,2012,261.4,0
Long Creek,Municipal,2011,229.3,0
Long Creek,Municipal,2010,208.4,0
Lower Cannonball,Irrigation,Year,Acre Feet,Acres
Lower Cannonball,Irrigation,2019,60.7,342
Lower Cannonball,Irrigation,2018,239.2,361
Lower Cannonball,Irrigation,2017,417.3,497
Lower Cannonball,Irrigation,2016,242.8,495
Lower Cannonball,Irrigation,2015,95.4,427
Lower Cannonball,Irrigation,2014,111.4,231
Lower Cannonball,Irrigation,2013,320.9,495
Lower Cannonball,Irrigation,2012,378.7,367
Lower Cannonball,Irrigation,2011,140.4,231
Lower Cannonball,Irrigation,2010,234.7,487
Lower Cannonball,Municipal,Year,Acre Feet,Acres
Lower Cannonball,Municipal,2019,0,0
Lower Cannonball,Municipal,2018,0,0
Lower Cannonball,Municipal,2017,0,0
Lower Cannonball,Municipal,2016,0,0
Lower Cannonball,Municipal,2015,0,0
Lower Cannonball,Municipal,2014,0,0
Lower Cannonball,Municipal,2013,0,0
Lower Cannonball,Municipal,2012,0,0
Lower Cannonball,Municipal,2011,0,0
Lower Cannonball,Municipal,2010,6.6,0
Lower Heart,Industrial,Year,Acre Feet,Acres
Lower Heart,Industrial,2015,0,0
Lower Heart,Industrial,2014,0,0
Lower Heart,Industrial,2013,0.1,0
Lower Heart,Industrial,2012,0.1,0
Lower Heart,Industrial,2011,1,0
Lower Heart,Industrial,2010,0,0
Lower Heart,Irrigation,Year,Acre Feet,Acres
Lower Heart,Irrigation,2019,8.9,56
Lower Heart,Irrigation,2018,13.5,38
Lower Heart,Irrigation,2017,8.9,27
Lower Heart,Irrigation,2016,8.9,27
Lower Heart,Irrigation,2015,8.9,27
Lower Heart,Irrigation,2014,8.9,27
Lower Heart,Irrigation,2013,16,27
Lower Heart,Irrigation,2012,10.4,27
Lower Heart,Irrigation,2011,10.4,27
Lower Heart,Irrigation,2010,14.6,27
Lower Heart,Municipal,Year,Acre Feet,Acres
Lower Heart,Municipal,2019,1,0
Lower Heart,Municipal,2018,2.3,0
Lower Heart,Municipal,2017,0,0
Lower Heart,Municipal,2016,0,0
Lower Heart,Municipal,2015,1,0
Lower Heart,Municipal,2014,0.7,0
Lower Heart,Municipal,2013,0.6,0
Lower Heart,Municipal,2012,0.1,0
Lower Heart,Municipal,2011,0.1,0
Lower Heart,Municipal,2010,0.1,0
Lower Little Missouri,Domestic,Year,Acre Feet,Acres
Lower Little Missouri,Domestic,2019,1.3,0
Lower Little Missouri,Domestic,2018,1.9,0
Lower Little Missouri,Domestic,2017,1.8,0
Lower Little Missouri,Domestic,2016,2,0
Lower Little Missouri,Domestic,2015,3.2,0
Lower Little Missouri,Domestic,2014,3.5,0
Lower Little Missouri,Domestic,2013,2,0
Lower Little Missouri,Domestic,2012,2.2,0
Lower Little Missouri,Domestic,2010,1.8,0
Lower Little Missouri,Industrial,Year,Acre Feet,Acres
Lower Little Missouri,Industrial,2019,952.9,0
Lower Little Missouri,Industrial,2018,975.7,0
Lower Little Missouri,Industrial,2017,869.2,0
Lower Little Missouri,Industrial,2016,509.4,0
Lower Little Missouri,Industrial,2015,668.5,0
Lower Little Missouri,Industrial,2014,1062,0
Lower Little Missouri,Industrial,2013,826.1,0
Lower Little Missouri,Industrial,2012,949,0
Lower Little Missouri,Industrial,2011,689.4,0
Lower Little Missouri,Industrial,2010,298.9,0
Lower Little Missouri,Irrigation,Year,Acre Feet,Acres
Lower Little Missouri,Irrigation,2019,46,220
Lower Little Missouri,Irrigation,2018,55.4,0
Lower Little Missouri,Irrigation,2017,172.7,225
Lower Little Missouri,Irrigation,2016,70,225
Lower Little Missouri,Irrigation,2015,44.7,40
Lower Little Missouri,Irrigation,2014,40,40
Lower Little Missouri,Irrigation,2013,40,40
Lower Little Missouri,Irrigation,2012,79.5,40
Lower Little Missouri,Irrigation,2011,80.1,40.5
Lower Little Missouri,Irrigation,2010,80.5,42
Lower Little Missouri,Municipal,Year,Acre Feet,Acres
Lower Little Missouri,Municipal,2019,0,0
Lower Little Missouri,Municipal,2018,0,0
Lower Little Missouri,Municipal,2017,0,0
Lower Little Missouri,Municipal,2016,0,0
Lower Little Missouri,Municipal,2015,0,0
Lower Little Missouri,Municipal,2014,0,0
Lower Little Missouri,Municipal,2013,0,0
Lower Little Missouri,Municipal,2012,550.3,0
Lower Little Missouri,Municipal,2011,564,0
Lower Little Missouri,Municipal,2010,554.1,0
Lower Pembina River,Industrial,Year,Acre Feet,Acres
Lower Pembina River,Industrial,2019,0,0
Lower Pembina River,Industrial,2018,0,0
Lower Pembina River,Industrial,2017,0,0
Lower Pembina River,Industrial,2016,0,0
Lower Pembina River,Industrial,2015,0,0
Lower Pembina River,Industrial,2014,0,0
Lower Pembina River,Industrial,2013,0,0
Lower Pembina River,Industrial,2012,51.4,0
Lower Pembina River,Industrial,2011,263,0
Lower Pembina River,Industrial,2010,247,0
Lower Pembina River,Irrigation,Year,Acre Feet,Acres
Lower Pembina River,Irrigation,2019,0.2,96
Lower Pembina River,Irrigation,2018,132.5,96
Lower Pembina River,Irrigation,2017,107.7,120
Lower Pembina River,Irrigation,2016,59.1,66
Lower Pembina River,Irrigation,2015,77.3,65
Lower Pembina River,Irrigation,2014,60,60
Lower Pembina River,Irrigation,2013,60,60
Lower Pembina River,Irrigation,2012,76.7,60
Lower Pembina River,Irrigation,2011,84,64
Lower Pembina River,Irrigation,2010,80,64
Lower Pembina River,Municipal,Year,Acre Feet,Acres
Lower Pembina River,Municipal,2019,0,0
Lower Pembina River,Municipal,2018,0,0
Lower Pembina River,Municipal,2017,0,0
Lower Pembina River,Municipal,2016,0,0
Lower Pembina River,Municipal,2015,0,0
Lower Pembina River,Municipal,2014,0,0
Lower Pembina River,Municipal,2013,0,0
Lower Pembina River,Municipal,2012,4.7,0
Lower Pembina River,Municipal,2011,7.2,0
Lower Pembina River,Municipal,2010,38.8,0
Lower Pembina River,Rural Water,Year,Acre Feet,Acres
Lower Pembina River,Rural Water,2019,370.6,0
Lower Pembina River,Rural Water,2018,346.6,0
Lower Pembina River,Rural Water,2017,389.1,0
Lower Pembina River,Rural Water,2016,372.2,0
Lower Pembina River,Rural Water,2015,386.9,0
Lower Pembina River,Rural Water,2014,378.8,0
Lower Pembina River,Rural Water,2013,362.5,0
Lower Pembina River,Rural Water,2012,379,0
Lower Pembina River,Rural Water,2011,345.5,0
Lower Pembina River,Rural Water,2010,342.6,0
Lower Sheyenne,Industrial,Year,Acre Feet,Acres
Lower Sheyenne,Industrial,2019,84.6,0
Lower Sheyenne,Industrial,2018,48.7,0
Lower Sheyenne,Industrial,2017,35.8,0
Lower Sheyenne,Industrial,2016,25.1,0
Lower Sheyenne,Industrial,2015,21.7,0
Lower Sheyenne,Industrial,2014,35.2,0
Lower Sheyenne,Industrial,2013,42.2,0
Lower Sheyenne,Industrial,2012,52.1,0
Lower Sheyenne,Industrial,2011,53.7,0
Lower Sheyenne,Industrial,2010,50.5,0
Lower Sheyenne,Irrigation,Year,Acre Feet,Acres
Lower Sheyenne,Irrigation,2019,5151.9,13820.6
Lower Sheyenne,Irrigation,2018,8133.6,14897.5
Lower Sheyenne,Irrigation,2017,9947.3,14603.3
Lower Sheyenne,Irrigation,2016,8528.4,14134.7
Lower Sheyenne,Irrigation,2015,9114.6,13265.7
Lower Sheyenne,Irrigation,2014,7527.3,12341.4
Lower Sheyenne,Irrigation,2013,8971,12950.3
Lower Sheyenne,Irrigation,2012,9185.4,12173.7
Lower Sheyenne,Irrigation,2011,2233.7,6900.1
Lower Sheyenne,Irrigation,2010,3550.2,8769
Lower Sheyenne,Municipal,Year,Acre Feet,Acres
Lower Sheyenne,Municipal,2019,492.6,0
Lower Sheyenne,Municipal,2018,462.4,0
Lower Sheyenne,Municipal,2017,464.3,0
Lower Sheyenne,Municipal,2016,1155.8,0
Lower Sheyenne,Municipal,2015,2711.3,0
Lower Sheyenne,Municipal,2014,2339.1,0
Lower Sheyenne,Municipal,2013,2352.7,0
Lower Sheyenne,Municipal,2012,2520.7,0
Lower Sheyenne,Municipal,2011,2156.8,0
Lower Sheyenne,Municipal,2010,2005.3,0
Lower Sheyenne,Rural Water,Year,Acre Feet,Acres
Lower Sheyenne,Rural Water,2019,757.8,0
Lower Sheyenne,Rural Water,2018,786.5,0
Lower Sheyenne,Rural Water,2017,696.3,0
Lower Sheyenne,Rural Water,2016,602.9,0
Lower Sheyenne,Rural Water,2015,600.7,0
Lower Sheyenne,Rural Water,2014,604,0
Lower Sheyenne,Rural Water,2013,570.8,0
Lower Sheyenne,Rural Water,2012,544.5,0
Lower Sheyenne,Rural Water,2011,478.2,0
Lower Sheyenne,Rural Water,2010,505.3,0
Lower Souris,Domestic,Year,Acre Feet,Acres
Lower Souris,Domestic,2019,0,0
Lower Souris,Domestic,2018,0,0
Lower Souris,Domestic,2017,0,0
Lower Souris,Domestic,2016,0,0
Lower Souris,Domestic,2015,0,0
Lower Souris,Domestic,2014,0,0
Lower Souris,Domestic,2013,0.2,0
Lower Souris,Domestic,2012,0.3,0
Lower Souris,Domestic,2010,2.6,0
Lower Souris,Industrial,Year,Acre Feet,Acres
Lower Souris,Industrial,2019,637.2,0
Lower Souris,Industrial,2018,785.4,0
Lower Souris,Industrial,2017,566.4,0
Lower Souris,Industrial,2016,740.3,0
Lower Souris,Industrial,2015,699.9,0
Lower Souris,Industrial,2014,713.9,0
Lower Souris,Industrial,2013,797.6,0
Lower Souris,Industrial,2012,945,0
Lower Souris,Industrial,2011,674.7,0
Lower Souris,Industrial,2010,675.6,0
Lower Souris,Irrigation,Year,Acre Feet,Acres
Lower Souris,Irrigation,2019,11724.4,9838.7
Lower Souris,Irrigation,2018,8889.4,9584.2
Lower Souris,Irrigation,2017,10341.9,9625.7
Lower Souris,Irrigation,2016,7338.8,9610.7
Lower Souris,Irrigation,2015,8031.2,8862.7
Lower Souris,Irrigation,2014,5451.7,8478.6
Lower Souris,Irrigation,2013,6863.8,9001.2
Lower Souris,Irrigation,2012,8283.6,7568.7
Lower Souris,Irrigation,2011,6205.8,8248
Lower Souris,Irrigation,2010,8544.4,8546.6
Lower Souris,Municipal,Year,Acre Feet,Acres
Lower Souris,Municipal,2019,525.6,0
Lower Souris,Municipal,2018,573,0
Lower Souris,Municipal,2017,567.2,0
Lower Souris,Municipal,2016,611.1,0
Lower Souris,Municipal,2015,591.8,0
Lower Souris,Municipal,2014,639.5,0
Lower Souris,Municipal,2013,626.4,0
Lower Souris,Municipal,2012,571.9,0
Lower Souris,Municipal,2011,647.6,0
Lower Souris,Municipal,2010,574,0
Lower Souris,Rural Water,Year,Acre Feet,Acres
Lower Souris,Rural Water,2019,895,0
Lower Souris,Rural Water,2018,972,0
Lower Souris,Rural Water,2017,1075.2,0
Lower Souris,Rural Water,2016,857.7,0
Lower Souris,Rural Water,2015,946.6,0
Lower Souris,Rural Water,2014,869.1,0
Lower Souris,Rural Water,2013,835.4,0
Lower Souris,Rural Water,2012,797.7,0
Lower Souris,Rural Water,2011,737.9,0
Lower Souris,Rural Water,2010,706.4,0
Lower Yellowstone,Industrial,Year,Acre Feet,Acres
Lower Yellowstone,Industrial,2019,59.3,0
Lower Yellowstone,Industrial,2018,82.4,0
Lower Yellowstone,Industrial,2017,68.9,0
Lower Yellowstone,Industrial,2016,39,0
Lower Yellowstone,Industrial,2015,172,0
Lower Yellowstone,Industrial,2014,467.7,0
Lower Yellowstone,Industrial,2013,432.2,0
Lower Yellowstone,Industrial,2012,699.5,0
Lower Yellowstone,Industrial,2011,316.9,0
Lower Yellowstone,Industrial,2010,148.3,0
Lower Yellowstone,Irrigation,Year,Acre Feet,Acres
Lower Yellowstone,Irrigation,2019,1550,2200.3
Lower Yellowstone,Irrigation,2018,2585.9,2638.2
Lower Yellowstone,Irrigation,2017,2748.6,2383.3
Lower Yellowstone,Irrigation,2016,2365.7,2308.3
Lower Yellowstone,Irrigation,2015,2026,1885.5
Lower Yellowstone,Irrigation,2014,1716,1809.9
Lower Yellowstone,Irrigation,2013,1528.9,1586.7
Lower Yellowstone,Irrigation,2012,1342.2,1126.4
Lower Yellowstone,Irrigation,2011,1351,1465.3
Lower Yellowstone,Irrigation,2010,1413.4,1723.3
Lower Yellowstone,Municipal,Year,Acre Feet,Acres
Lower Yellowstone,Municipal,2019,37.5,0
Lower Yellowstone,Municipal,2018,40.7,0
Lower Yellowstone,Municipal,2017,42.4,0
Lower Yellowstone,Municipal,2016,48.7,0
Lower Yellowstone,Municipal,2015,65,0
Lower Yellowstone,Municipal,2014,75.9,0
Lower Yellowstone,Municipal,2013,29.9,0
Lower Yellowstone,Municipal,2012,23,0
Lower Yellowstone,Municipal,2011,18.1,0
Lower Yellowstone,Municipal,2010,20,0
Maple,Industrial,Year,Acre Feet,Acres
Maple,Industrial,2019,0,0
Maple,Industrial,2018,0,0
Maple,Industrial,2016,0,0
Maple,Industrial,2015,0,0
Maple,Industrial,2014,0,0
Maple,Industrial,2013,0,0
Maple,Industrial,2012,0,0
Maple,Industrial,2011,0,0
Maple,Industrial,2010,0.3,0
Maple,Irrigation,Year,Acre Feet,Acres
Maple,Irrigation,2019,294,1843.4
Maple,Irrigation,2018,719,2929.4
Maple,Irrigation,2017,891,2758.1
Maple,Irrigation,2016,321.6,2112.3
Maple,Irrigation,2015,655.6,2083.4
Maple,Irrigation,2014,643.6,2207.3
Maple,Irrigation,2013,898.3,1949
Maple,Irrigation,2012,942.6,2035
Maple,Irrigation,2011,262.8,700
Maple,Irrigation,2010,337.9,1619
Maple,Municipal,Year,Acre Feet,Acres
Maple,Municipal,2019,873,0
Maple,Municipal,2018,698.8,0
Maple,Municipal,2017,670,0
Maple,Municipal,2016,735.3,0
Maple,Municipal,2015,733.2,0
Maple,Municipal,2014,872,0
Maple,Municipal,2013,773.4,0
Maple,Municipal,2012,745.9,0
Maple,Municipal,2011,806.1,0
Maple,Municipal,2010,1118.7,0
Maple,Rural Water,Year,Acre Feet,Acres
Maple,Rural Water,2019,374.2,0
Maple,Rural Water,2018,348,0
Maple,Rural Water,2017,383.2,0
Maple,Rural Water,2016,373.2,0
Maple,Rural Water,2015,316.2,0
Maple,Rural Water,2014,351.5,0
Maple,Rural Water,2013,398.9,0
Maple,Rural Water,2012,405.3,0
Maple,Rural Water,2011,389.1,0
Maple,Rural Water,2010,377.5,0
Middle Little Missouri,Domestic,Year,Acre Feet,Acres
Middle Little Missouri,Domestic,2019,1,0
Middle Little Missouri,Domestic,2018,1.1,0
Middle Little Missouri,Domestic,2017,1.3,0
Middle Little Missouri,Domestic,2016,1.4,0
Middle Little Missouri,Domestic,2015,1.3,0
Middle Little Missouri,Domestic,2014,1.3,0
Middle Little Missouri,Domestic,2013,1.9,0
Middle Little Missouri,Domestic,2012,2,0
Middle Little Missouri,Domestic,2010,3.6,0
Middle Little Missouri,Industrial,Year,Acre Feet,Acres
Middle Little Missouri,Industrial,2019,158.4,0
Middle Little Missouri,Industrial,2018,144,0
Middle Little Missouri,Industrial,2017,81.9,0
Middle Little Missouri,Industrial,2016,116.2,0
Middle Little Missouri,Industrial,2015,103.4,0
Middle Little Missouri,Industrial,2014,169,0
Middle Little Missouri,Industrial,2013,250.4,0
Middle Little Missouri,Industrial,2012,227.7,0
Middle Little Missouri,Industrial,2011,171.3,0
Middle Little Missouri,Industrial,2010,247.4,0
Middle Little Missouri,Municipal,Year,Acre Feet,Acres
Middle Little Missouri,Municipal,2019,18.3,0
Middle Little Missouri,Municipal,2018,24.2,0
Middle Little Missouri,Municipal,2017,29.8,0
Middle Little Missouri,Municipal,2016,21.5,0
Middle Little Missouri,Municipal,2015,32.2,0
Middle Little Missouri,Municipal,2014,38.6,0
Middle Little Missouri,Municipal,2013,22.9,0
Middle Little Missouri,Municipal,2012,29.5,0
Middle Little Missouri,Municipal,2011,21.9,0
Middle Little Missouri,Municipal,2010,20.7,0
Middle Little Missouri,Rural Water,Year,Acre Feet,Acres
Middle Little Missouri,Rural Water,2019,1.8,0
Middle Little Missouri,Rural Water,2018,1.9,0
Middle Little Missouri,Rural Water,2017,1.7,0
Middle Little Missouri,Rural Water,2016,1.8,0
Middle Little Missouri,Rural Water,2015,1.9,0
Middle Little Missouri,Rural Water,2014,1.7,0
Middle Little Missouri,Rural Water,2013,1.8,0
Middle Little Missouri,Rural Water,2012,2.3,0
Middle Little Missouri,Rural Water,2011,2.1,0
Middle Little Missouri,Rural Water,2010,2.8,0
Middle Sheyenne,Industrial,Year,Acre Feet,Acres
Middle Sheyenne,Industrial,2019,0,0
Middle Sheyenne,Industrial,2018,0,0
Middle Sheyenne,Industrial,2017,0,0
Middle Sheyenne,Industrial,2016,0,0
Middle Sheyenne,Industrial,2015,0,0
Middle Sheyenne,Industrial,2014,0.9,0
Middle Sheyenne,Industrial,2013,0,0
Middle Sheyenne,Industrial,2012,0,0
Middle Sheyenne,Industrial,2011,0,0
Middle Sheyenne,Industrial,2010,0,0
Middle Sheyenne,Irrigation,Year,Acre Feet,Acres
Middle Sheyenne,Irrigation,2019,1946.8,7697.7
Middle Sheyenne,Irrigation,2018,3618.3,10035.4
Middle Sheyenne,Irrigation,2017,3394.3,8842.9
Middle Sheyenne,Irrigation,2016,2200.3,8485.8
Middle Sheyenne,Irrigation,2015,3396.7,8678.4
Middle Sheyenne,Irrigation,2014,3729.2,9798.7
Middle Sheyenne,Irrigation,2013,5646,9623.5
Middle Sheyenne,Irrigation,2012,4372.8,8033.8
Middle Sheyenne,Irrigation,2011,1194.4,4555.6
Middle Sheyenne,Irrigation,2010,3815.6,8489.5
Middle Sheyenne,Municipal,Year,Acre Feet,Acres
Middle Sheyenne,Municipal,2019,1862.8,0
Middle Sheyenne,Municipal,2018,1820.2,0
Middle Sheyenne,Municipal,2017,1251.1,0
Middle Sheyenne,Municipal,2016,1154.7,0
Middle Sheyenne,Municipal,2015,1165,0
Middle Sheyenne,Municipal,2014,1105.9,0
Middle Sheyenne,Municipal,2013,1115.9,0
Middle Sheyenne,Municipal,2012,1222.1,0
Middle Sheyenne,Municipal,2011,1103.3,0
Middle Sheyenne,Municipal,2010,1078.1,0
Middle Sheyenne,Rural Water,Year,Acre Feet,Acres
Middle Sheyenne,Rural Water,2019,972.3,0
Middle Sheyenne,Rural Water,2018,833.9,0
Middle Sheyenne,Rural Water,2017,812.5,0
Middle Sheyenne,Rural Water,2016,894.7,0
Middle Sheyenne,Rural Water,2015,733.7,0
Middle Sheyenne,Rural Water,2014,746.7,0
Middle Sheyenne,Rural Water,2013,758.8,0
Middle Sheyenne,Rural Water,2012,827.7,0
Middle Sheyenne,Rural Water,2011,715.9,0
Middle Sheyenne,Rural Water,2010,750.6,0
Moose Mountain Creek-Souris River,Industrial,Year,Acre Feet,Acres
Moose Mountain Creek-Souris River,Industrial,2019,87.6,0
Moose Mountain Creek-Souris River,Industrial,2018,35.7,0
Moose Mountain Creek-Souris River,Industrial,2017,48,0
Moose Mountain Creek-Souris River,Industrial,2016,63.9,0
Moose Mountain Creek-Souris River,Industrial,2015,74.3,0
Moose Mountain Creek-Souris River,Industrial,2014,60.5,0
Moose Mountain Creek-Souris River,Industrial,2013,20.3,0
Moose Mountain Creek-Souris River,Industrial,2012,16.1,0
Moose Mountain Creek-Souris River,Industrial,2011,1.3,0
Moose Mountain Creek-Souris River,Industrial,2010,16.7,0
Moose Mountain Creek-Souris River,Irrigation,Year,Acre Feet,Acres
Moose Mountain Creek-Souris River,Irrigation,2019,39.7,160
Moose Mountain Creek-Souris River,Irrigation,2018,67,90
Moose Mountain Creek-Souris River,Irrigation,2017,40.7,90
Moose Mountain Creek-Souris River,Irrigation,2016,29.5,90
Moose Mountain Creek-Souris River,Irrigation,2015,18,65
Moose Mountain Creek-Souris River,Irrigation,2014,0.3,86.3
Moose Mountain Creek-Souris River,Irrigation,2013,0.3,25
Moose Mountain Creek-Souris River,Irrigation,2012,0,0
Moose Mountain Creek-Souris River,Irrigation,2011,0,0
Moose Mountain Creek-Souris River,Irrigation,2010,21.3,48.3
Moose Mountain Creek-Souris River,Municipal,Year,Acre Feet,Acres
Moose Mountain Creek-Souris River,Municipal,2019,6414.1,0
Moose Mountain Creek-Souris River,Municipal,2018,7267.1,0
Moose Mountain Creek-Souris River,Municipal,2017,7175.2,0
Moose Mountain Creek-Souris River,Municipal,2016,6738,0
Moose Mountain Creek-Souris River,Municipal,2015,7029.2,0
Moose Mountain Creek-Souris River,Municipal,2014,6855.2,0
Moose Mountain Creek-Souris River,Municipal,2013,6778.8,0
Moose Mountain Creek-Souris River,Municipal,2012,7537.4,0
Moose Mountain Creek-Souris River,Municipal,2011,4916.9,0
Moose Mountain Creek-Souris River,Municipal,2010,5960.7,0
Moose Mountain Creek-Souris River,Rural Water,Year,Acre Feet,Acres
Moose Mountain Creek-Souris River,Rural Water,2019,722.1,0
Moose Mountain Creek-Souris River,Rural Water,2018,718.7,0
Moose Mountain Creek-Souris River,Rural Water,2017,645.2,0
Moose Mountain Creek-Souris River,Rural Water,2016,573.8,0
Moose Mountain Creek-Souris River,Rural Water,2015,554.8,0
Moose Mountain Creek-Souris River,Rural Water,2014,545.6,0
Moose Mountain Creek-Souris River,Rural Water,2013,419.7,0
Moose Mountain Creek-Souris River,Rural Water,2012,454,0
Moose Mountain Creek-Souris River,Rural Water,2011,448.8,0
Moose Mountain Creek-Souris River,Rural Water,2010,314.9,0
North Fork Grand,Industrial,Year,Acre Feet,Acres
North Fork Grand,Industrial,2019,130.6,0
North Fork Grand,Industrial,2018,120.1,0
North Fork Grand,Industrial,2017,100.5,0
North Fork Grand,Industrial,2016,101.6,0
North Fork Grand,Industrial,2015,125.5,0
North Fork Grand,Industrial,2014,133.3,0
North Fork Grand,Industrial,2013,131.3,0
North Fork Grand,Industrial,2012,130.8,0
North Fork Grand,Industrial,2011,97.1,0
North Fork Grand,Industrial,2010,146,0
North Fork Grand,Irrigation,Year,Acre Feet,Acres
North Fork Grand,Irrigation,2019,3.4,34.5
North Fork Grand,Irrigation,2018,6.4,1.5
North Fork Grand,Irrigation,2017,11.6,34.5
North Fork Grand,Irrigation,2016,8.7,1.5
North Fork Grand,Irrigation,2015,2.5,1.5
North Fork Grand,Irrigation,2014,0.9,5
North Fork Grand,Irrigation,2013,2.1,1.5
North Fork Grand,Irrigation,2012,2.3,1.5
North Fork Grand,Irrigation,2011,2,2
North Fork Grand,Irrigation,2010,2,2
North Fork Grand,Municipal,Year,Acre Feet,Acres
North Fork Grand,Municipal,2019,189.7,0
North Fork Grand,Municipal,2018,199.8,0
North Fork Grand,Municipal,2017,233.8,0
North Fork Grand,Municipal,2016,233,0
North Fork Grand,Municipal,2015,240.7,0
North Fork Grand,Municipal,2014,218,0
North Fork Grand,Municipal,2013,235.9,0
North Fork Grand,Municipal,2012,266.6,0
North Fork Grand,Municipal,2011,217.2,0
North Fork Grand,Municipal,2010,231.6,0
Painted Woods-Square Butte,Industrial,Year,Acre Feet,Acres
Painted Woods-Square Butte,Industrial,2019,326.1,0
Painted Woods-Square Butte,Industrial,2018,391.1,0
Painted Woods-Square Butte,Industrial,2017,401.5,0
Painted Woods-Square Butte,Industrial,2016,304.2,0
Painted Woods-Square Butte,Industrial,2015,347.4,0
Painted Woods-Square Butte,Industrial,2014,257.8,0
Painted Woods-Square Butte,Industrial,2013,252.8,0
Painted Woods-Square Butte,Industrial,2012,316,0
Painted Woods-Square Butte,Industrial,2011,256.5,0
Painted Woods-Square Butte,Industrial,2010,297.3,0
Painted Woods-Square Butte,Irrigation,Year,Acre Feet,Acres
Painted Woods-Square Butte,Irrigation,2019,3443.8,7779
Painted Woods-Square Butte,Irrigation,2018,4289.6,7726.3
Painted Woods-Square Butte,Irrigation,2017,5597,7888
Painted Woods-Square Butte,Irrigation,2016,4367.2,7452.3
Painted Woods-Square Butte,Irrigation,2015,3492.4,6933.7
Painted Woods-Square Butte,Irrigation,2014,2768.7,6365.2
Painted Woods-Square Butte,Irrigation,2013,2982.7,6086.7
Painted Woods-Square Butte,Irrigation,2012,4182.7,6702.8
Painted Woods-Square Butte,Irrigation,2011,1260.1,2916.6
Painted Woods-Square Butte,Irrigation,2010,2220.8,5887.3
Painted Woods-Square Butte,Municipal,Year,Acre Feet,Acres
Painted Woods-Square Butte,Municipal,2019,897.1,0
Painted Woods-Square Butte,Municipal,2018,1180.1,0
Painted Woods-Square Butte,Municipal,2017,1255.1,0
Painted Woods-Square Butte,Municipal,2016,1075,0
Painted Woods-Square Butte,Municipal,2015,980.3,0
Painted Woods-Square Butte,Municipal,2014,121.8,0
Painted Woods-Square Butte,Municipal,2013,10.7,0
Painted Woods-Square Butte,Municipal,2012,70.6,0
Painted Woods-Square Butte,Municipal,2011,111.1,0
Painted Woods-Square Butte,Municipal,2010,144.4,0
Painted Woods-Square Butte,Rural Water,Year,Acre Feet,Acres
Painted Woods-Square Butte,Rural Water,2019,1785.7,0
Painted Woods-Square Butte,Rural Water,2018,1816.7,0
Painted Woods-Square Butte,Rural Water,2017,1833.5,0
Painted Woods-Square Butte,Rural Water,2016,1737.5,0
Painted Woods-Square Butte,Rural Water,2015,1762.9,0
Painted Woods-Square Butte,Rural Water,2014,1648,0
Painted Woods-Square Butte,Rural Water,2013,1705.7,0
Painted Woods-Square Butte,Rural Water,2012,1653.9,0
Painted Woods-Square Butte,Rural Water,2011,950.1,0
Painted Woods-Square Butte,Rural Water,2010,1000.8,0
Park,Domestic,Year,Acre Feet,Acres
Park,Domestic,2019,0.7,0
Park,Domestic,2018,0.9,0
Park,Domestic,2017,0.7,0
Park,Domestic,2016,0.7,0
